database.txt;0;400000000;4.144591;
database.txt;1;400000000;2.742868;
database.txt;2;400000000;2.757061;
database.txt;3;400000000;2.742191;
database.txt;4;400000000;2.743552;
database.txt;5;400000000;2.709066;
database.txt;6;400000000;2.750967;
database.txt;7;400000000;2.747390;
database.txt;8;400000000;2.739415;
database.txt;9;400000000;2.726396;
database.txt;10;400000000;2.739341;
database.txt;11;400000000;2.724555;
database.txt;12;400000000;2.754148;
database.txt;13;400000000;2.749344;
database.txt;14;400000000;2.737240;
database.txt;15;400000000;2.748802;
database.txt;16;400000000;2.748724;
database.txt;17;400000000;2.769793;
database.txt;18;400000000;2.747187;
database.txt;19;400000000;2.750196;
database.txt;20;400000000;2.747333;
database.txt;21;400000000;2.728600;
database.txt;22;400000000;2.759295;
database.txt;23;400000000;2.762721;
database.txt;24;400000000;2.748069;
database.txt;25;400000000;2.747962;
database.txt;26;400000000;2.724388;
database.txt;27;400000000;2.751647;
database.txt;28;400000000;2.752171;
database.txt;29;400000000;2.766914;
database.txt;30;400000000;2.759779;
database.txt;31;400000000;2.088993;
