database.txt;0;412903232;remove_if;32;400000000;;412903232;0.055256;
database.txt;0;412903232;atomicAdd;32;400000000;;412903232;0.058167;
database.txt;1;412903232;remove_if;32;400000000;;412903232;0.051802;
database.txt;1;412903232;atomicAdd;32;400000000;;412903232;0.060397;
database.txt;2;412903232;remove_if;32;400000000;;412903232;0.053853;
database.txt;2;412903232;atomicAdd;32;400000000;;412903232;0.059555;
database.txt;3;412903232;remove_if;32;400000000;;412903232;0.053254;
database.txt;3;412903232;atomicAdd;32;400000000;;412903232;0.061271;
database.txt;4;412903232;remove_if;32;400000000;;412903232;0.053208;
database.txt;4;412903232;atomicAdd;32;400000000;;412903232;0.060168;
database.txt;5;412903232;remove_if;32;400000000;;412903232;0.053343;
database.txt;5;412903232;atomicAdd;32;400000000;;412903232;0.060944;
database.txt;6;412903232;remove_if;32;400000000;;412903232;0.053062;
database.txt;6;412903232;atomicAdd;32;400000000;;412903232;0.060157;
database.txt;7;412903232;remove_if;32;400000000;;412903232;0.053400;
database.txt;7;412903232;atomicAdd;32;400000000;;412903232;0.061312;
database.txt;8;412903232;remove_if;32;400000000;;412903232;0.052436;
database.txt;8;412903232;atomicAdd;32;400000000;;412903232;0.062547;
database.txt;9;412903232;remove_if;32;400000000;;412903232;0.052323;
database.txt;9;412903232;atomicAdd;32;400000000;;412903232;0.063542;
database.txt;10;412903232;remove_if;32;400000000;;412903232;0.052911;
database.txt;10;412903232;atomicAdd;32;400000000;;412903232;0.061875;
database.txt;11;412903232;remove_if;32;400000000;;412903232;0.057068;
database.txt;11;412903232;atomicAdd;32;400000000;;412903232;0.063295;
database.txt;12;412903232;remove_if;32;400000000;;412903232;0.053457;
database.txt;12;412903232;atomicAdd;32;400000000;;412903232;0.058727;
database.txt;13;412903232;remove_if;32;400000000;;412903232;0.052187;
database.txt;13;412903232;atomicAdd;32;400000000;;412903232;0.059187;
database.txt;14;412903232;remove_if;32;400000000;;412903232;0.051823;
